"90748","3513","BIO","331","Wilf","Genetics",4,"Steinhauer; Josefa M.",0,24,24,0,5,5,"T||R}1500}1615}BELFHL}B1510::R}1845}2115}BELFHL}B1407","",""
"90921","3728","BIO","231","Wilf","Human Physiology",4,"Lemos Duarte; Mariana",0,20,20,0,5,5,"M||W}1500}1615}BELFHL}B205::M}1845}2115}BELFHL}B1417","",""
"92113","3804","BIO","261","Wilf","Psychobiology",3,"Wang; Junshi",0,15,15,0,5,5,"M}1845}2115}FURST}F208","NAWO","YC-NAWO Requirement"
"90770","4023","BIO","261","Wilf","Microbiology",4,"Maitra; Radhashree",0,24,24,0,5,5,"M}1845}2025}BELFHL}B1410::W}1845}2205}BELFHL}B1417","",""
"93165","4901","BIO","IND","Wilf","Research in Biology",1,"Staff",0,0,0,0,0,0,"}N/A}N/A}TBA}","",""
"93099","4930","BIO","242","Wilf","Topics in Biology: Stem Cell Biology",2,"Lemos Duarte; Mariana",0,24,24,0,5,5,"M}1630}1810}TBA}","",""
"93100","4930","BIO","342","Wilf","Topics in Biology: Jewish Bioethics I",2,"Reichman; Edward",0,20,20,0,5,5,"T}1630}1810}TBA}","",""
"91627","1006","BIOL","B","Beren","Human Genetics",3,"Golin; John Euster",0,40,40,0,10,10,"M||W}1025}1140}SCW}601","SCW3||SYSC","ST-Science &amp; Technology||Sy Syms-UG Nat/Soc Sci Req"
"91686","1006","BIOL","D1","Beren","Human Genetics",3,"Golin; John Euster",0,40,40,0,10,10,"M||W}1325}1440}SCW}102","SCW3||SYSC","ST-Science &amp; Technology||Sy Syms-UG Nat/Soc Sci Req"
"93198","1006","BIOL","F","Beren","Human Genetics",3,"Martinez; Lucia",0,20,20,0,0,0,"T||R}1630}1745}TBA}","",""
"91979","1011","BIOL","B","Beren","Principles of Biology I Lecture",3,"Loewy; Brenda",0,40,40,0,0,0,"M||W}1025}1140}SCW}KOCH","SCW3||SYSC","ST-Science &amp; Technology||Sy Syms-UG Nat/Soc Sci Req"
"91981","1011","BIOL","D1","Beren","Principles of Biology I Lecture",3,"Loewy; Brenda",0,40,40,0,0,0,"M||W}1325}1440}SCW}KOCH","SCW3||SYSC","ST-Science &amp; Technology||Sy Syms-UG Nat/Soc Sci Req"
"92062","1012","BIOL","K","Beren","Principles of Biology II Lecture",3,"Katz; Amanda M.",0,36,36,0,0,0,"T||R}1025}1140}SCW}","SCW3","ST-Science &amp; Technology"
"91785","1013","BIOL","CDM","Beren","Principles of Biology I Lab",1,"Bassman; Bill Radley",0,18,18,0,10,10,"M}1210}1440}SCW}LB444","",""
"91782","1013","BIOL","EFM","Beren","Principles of Biology I Lab",1,"Bassman; Bill Radley",0,18,18,0,10,10,"M}1530}1800}SCW}LB444","",""
"91783","1013","BIOL","EFW","Beren","Principles of Biology I Lab",1,"Bassman; Bill Radley",0,18,18,0,10,10,"W}1535}1805}SCW}LB444","",""
"91786","1013","BIOL","LMT","Beren","Principles of Biology I Lab",1,"Bassman; Bill Radley",0,18,18,0,10,10,"T}1215}1445}SCW}LB444","",""
"91787","1013","BIOL","MNR","Beren","Principles of Biology I Lab",1,"Alayev; Anya",0,18,18,0,10,10,"R}1345}1615}SCW}LB444","",""
"91985","1014","BIOL","CDW","Beren","Principles of Biology II Lab",1,"Bassman; Bill Radley",0,18,18,0,8,8,"W}1210}1440}SCW}LB444","",""
"93264","1014","BIOL","NPT","Beren","Principles of Biology II Lab",1,"Bassman; Bill Radley",0,18,18,0,10,10,"T}1515}1745}SCW}LB444","",""
"91667","1060","BIOL","L","Beren","Biology and Public Health",3,"Katz; Amanda M.",0,32,32,0,10,10,"T||R}1150}1305}SCW}1015","SCW3||SYSC","ST-Science &amp; Technology||Sy Syms-UG Nat/Soc Sci Req"
"91788","1376","BIOL","E","Beren","Principles of Biochemistry",3,"Staff",0,25,25,0,10,10,"M}1510}1625}TBA}::W}1535}1650}TBA}","",""
"91891","2105","BIOL","B","Beren","Basic Immunology: Implications in Health and Disease",2,"Markovics; Sharon",0,18,18,0,0,0,"M||W}1050}1140}SCW}406","",""
"91773","2730","BIOL","FE","Beren","Human Anatomy",4,"Mollin; Jeffrey R.",0,18,18,0,0,0,"M}1500}1640}SCW}LB441::W}1510}1650}SCW}LB441::M}1645}1800}SCW}518::W}1700}1815}SCW}518","SYSC","Sy Syms-UG Nat/Soc Sci Req"
"91774","2730","BIOL","FL","Beren","Human Anatomy",4,"Mollin; Jeffrey R.",0,18,18,0,10,10,"T||R}1150}1330}SCW}LB441::M}1645}1800}SCW}518::W}1700}1815}SCW}518","SYSC","Sy Syms-UG Nat/Soc Sci Req"
"91932","3207","BIOL","LMT","Beren","Cell Biology",4,"Katz; Amanda M.",0,18,18,0,10,10,"T||R}1150}1305}SCW}815::T}1345}1615}SCW}","SYSC","Sy Syms-UG Nat/Soc Sci Req"
"91583","3221","BIOL","EFM","Beren","Nutrition",3,"Weinreb; Raizy",0,26,26,0,10,10,"M}1530}1800}SCW}601","",""
"91576","3241","BIOL","E","Beren","Pharmacology",2,"Weiss; Richard Bruce",0,30,30,0,10,10,"M}1510}1600}SCW}718::W}1535}1625}SCW}718","",""
"91776","3513","BIOL","D1B","Beren","Genetics",4,"Staff",0,18,18,0,10,10,"M||W}1025}1140}SCW}LB343::M||W}1325}1440}SCW}1015","SYSC","Sy Syms-UG Nat/Soc Sci Req"
"93265","3521","BIOL","KL","Beren","Molecular Biology",4,"Alayev; Anya",0,18,18,0,0,0,"T}1025}1140}TBA}::T||R}1150}1305}TBA}","",""
"91778","3728","BIOL","CA","Beren","Human Physiology",4,"Weiss; Richard Bruce",0,18,18,0,10,10,"M||W}0900}1015}SCW}LB343::M||W}1155}1310}SCW}518","SYSC","Sy Syms-UG Nat/Soc Sci Req"
"91779","3728","BIOL","CD1","Beren","Human Physiology",4,"Weiss; Richard Bruce",0,18,18,0,10,10,"M||W}1155}1310}SCW}518::M||W}1325}1440}SCW}LB343","SYSC","Sy Syms-UG Nat/Soc Sci Req"
"91986","3730","BIOL","M","Beren","Modern Reproductive Medicine and Science",2,"Vigodner; Margarita",0,30,30,0,10,10,"T||R}1340}1430}SCW}815","",""
"91668","3735","BIOL","A","Beren","Biology of Women&#39;s Health",2,"Markovics; Sharon",0,25,25,0,10,10,"M||W}0925}1015}SCW}406","",""
"93266","3830","BIOL","M","Beren","Neurobiology",3,"Staff",0,18,18,0,0,0,"T||R}1335}1450}TBA}","",""
"91780","4023","BIOL","NJ","Beren","Microbiology",4,"Schuck; Alyssa Gabrielle",0,18,18,0,10,10,"T||R}0900}1015}SCW}LB343::T||R}1500}1615}SCW}718","",""
"91781","4023","BIOL","NK","Beren","Microbiology",4,"Schuck; Alyssa Gabrielle",0,18,18,0,10,10,"T||R}1025}1140}SCW}LB343::T||R}1500}1615}SCW}718","",""
"92430","4741","BIOL","1","Beren","Internship",1,"Staff",0,0,0,0,0,0,"}N/A}N/A}TBA}","",""
"92987","4901","BIOL","1","Beren","Independent Study",1,"Vigodner; Margarita",0,0,0,0,0,0,"}N/A}N/A}TBA}","",""
"93014","4901","BIOL","2","Beren","Independent Study",1,"De Oliveira; Anderson Garbuglio",0,0,0,0,0,0,"}N/A}N/A}TBA}","",""
"93015","4901","BIOL","3","Beren","Independent Study",1,"Alayev; Anya",0,0,0,0,0,0,"}N/A}N/A}TBA}","",""
"93017","4901","BIOL","4","Beren","Independent Study",1,"Schuck; Alyssa Gabrielle",0,0,0,0,0,0,"}N/A}N/A}TBA}","",""
"93267","4930","BIOL","B","Beren","Topics in Biology: History of Medicine",1,"Subar; Milayna",0,20,20,0,0,0,"M||W}1025}1140}TBA}","SCW3","ST-Science &amp; Technology"
"91645","4930","BIOL","QRT","Beren","Topics in Biology: Kinesiology",1,"Staff",0,20,20,0,10,10,"T}1800}1940}SCW}301","",""
"91789","4930","BIOL","TBA","Beren","Topics in Biology: Preventive Medicine",1,"Staff",0,18,18,0,10,10,"}N/A}N/A}TBA}","",""
"90825","1010","BUS","211","Wilf","Business Communication I",3,"Staff; ",0,20,20,0,10,10,"M||W}1330}1500}FURST}","",""
"90550","1010","BUS","232","Wilf","Business Communication I",3,"Staff",0,20,20,0,10,10,"M||W}1500}1615}FURST}F304","",""
"90574","1010","BUS","311","Wilf","Business Communication I",3,"Staff; ",0,20,20,0,10,10,"T||R}1330}1445}BELFHL}B207","",""
"90566","1010","BUS","331","Wilf","Business Communication I",3,"Salama Weingard; Sasha",0,20,20,0,10,10,"T||R}1500}1615}BELFHL}B205","",""
"93190","1010","BUS","332","Wilf","Business Communication I",3,"Simmons; Ted Andrew",0,20,20,0,0,0,"T||R}1430}1545}TBA}","",""
"90561","1010","BUS","341","Wilf","Business Communication I",3,"Shortell; Joe Thomas",0,20,20,0,10,10,"T||R}1630}1745}BELFHL}B205","",""
"90549","1010","BUS","342","Wilf","Business Communication I",3,"Salama Weingard; Sasha",0,20,20,0,10,10,"T||R}1630}1745}BELFHL}B207","",""
"90548","1010","BUS","361","Wilf","Business Communication I",3,"Shortell; Joe Thomas",0,20,20,0,10,10,"T||R}1845}2000}BELFHL}","",""
"90460","1010","BUS","D1","Beren","Business Communication I",3,"Staff",0,20,20,0,10,10,"M}1325}1440}SCW}::W}1325}1440}SCW}","",""
"90461","1010","BUS","K","Beren","Business Communication I",3,"Feinstein; Neil",0,20,20,0,10,10,"T||R}1025}1140}SCW}","",""
"92538","1010","BUS","N","Beren","Business Communication I",3,"Siegel-Mevorah; Audrey Iris",0,20,20,0,10,10,"T||R}1500}1615}SCW}306","",""
"90468","1010","BUS","P","Beren","Business Communication I",3,"Siegel-Mevorah; Audrey Iris",0,20,20,0,10,10,"T||R}1630}1745}SCW}306","",""
"90590","1020","BUS","231","Wilf","Business Communication II",3,"Staff; ",0,20,20,0,10,10,"M||W}1500}1615}FURST}","",""
"93227","1020","BUS","232","Wilf","Business Communication II",3,"Spear; Marc",0,20,20,0,10,10,"M||W}1500}1615}TBA}","HONR","Honors Course"
"90558","1020","BUS","331","Wilf","Business Communication II",3,"Shortell; Joe Thomas",0,20,20,0,10,10,"T||R}1500}1615}FURST}F212","",""
"90559","1020","BUS","361","Wilf","Business Communication II",3,"Salama Weingard; Sasha",0,20,20,0,10,10,"T||R}1330}1500}BELFHL}","",""
"90853","1020","BUS","B","Beren","Business Communication II",3,"Spear; Marc",0,20,20,0,25,25,"M}1025}1140}LEX215}LX312::W}1025}1140}LEX215}LX506","",""
"93247","1020","BUS","C1","Beren","Business Communication II",3,"Spear; Marc",0,20,20,0,25,25,"M||W}1155}1310}LEX215}LX312","",""
"92942","4741","BUS","3","Wilf","Business Internship",0,"Mayer; Steve",0,45,45,0,0,0,"}N/A}N/A}OFF}SITE","",""
"90855","4741","BUS","4","Beren","Business Internship",0,"Mayer; Steve",0,15,15,0,10,10,"}N/A}N/A}OFF}SITE","",""
"90572","1800","BLW","261","Wilf","Business as Human Enterprise",3,"Pava; Moses L.",0,25,25,0,10,10,"M}1845}2000}BELFHL}B430","HONR","Honors Course"
